日期,買賣權別,身份別,未平倉口數買賣淨額,未平倉契約金額買賣淨額(千元)
2018/5/7,CALL,外資及陸資,28502,18906
2018/5/7,PUT,自營商,-23231,107720
2018/5/7,PUT,投信,145,431
2018/5/7,PUT,外資及陸資,23230,-25944
2018/5/8,CALL,自營商,-47967,67651
2018/5/8,CALL,投信,-662,-1175
2018/5/8,CALL,外資及陸資,28217,6599
2018/5/8,PUT,自營商,-39220,73808
2018/5/8,PUT,投信,145,188
2018/5/8,PUT,外資及陸資,20267,-27069
2018/5/9,CALL,自營商,-41669,58129
2018/5/9,CALL,投信,-662,-1403
2018/5/9,CALL,外資及陸資,30327,20726
2018/5/9,PUT,自營商,-27192,27900
2018/5/9,PUT,投信,106,-159
2018/5/9,PUT,外資及陸資,21557,-3854
2018/5/10,CALL,自營商,-48008,15171
2018/5/10,CALL,投信,-662,-1950
2018/5/10,CALL,外資及陸資,27474,32717
2018/5/10,PUT,自營商,-35180,4744
2018/5/10,PUT,投信,-265,-211
2018/5/10,PUT,外資及陸資,25280,-1578
2018/5/11,CALL,自營商,-33764,81567
2018/5/11,CALL,投信,-662,-3498
2018/5/11,CALL,外資及陸資,34758,78621
2018/5/11,PUT,自營商,-53190,-33017
2018/5/11,PUT,投信,-313,-78
2018/5/11,PUT,外資及陸資,24846,8364
2018/5/14,CALL,自營商,-44324,70964
2018/5/14,CALL,投信,-653,-4854
2018/5/14,CALL,外資及陸資,42937,109899
2018/5/14,PUT,自營商,-58290,-42486
2018/5/14,PUT,投信,-231,-670
2018/5/14,PUT,外資及陸資,26196,17480
2018/5/15,CALL,自營商,-50565,78996
2018/5/15,CALL,投信,-624,-2288
2018/5/15,CALL,外資及陸資,45912,84172
2018/5/15,PUT,自營商,-47630,-37548
2018/5/15,PUT,投信,-103,-833
2018/5/15,PUT,外資及陸資,27025,454
2018/5/16,CALL,自營商,-13731,39751
2018/5/16,CALL,投信,-624,-2877
2018/5/16,CALL,外資及陸資,32690,76199
2018/5/16,PUT,自營商,-36212,-71155
2018/5/16,PUT,投信,-227,-938
2018/5/16,PUT,外資及陸資,6095,1616
2018/5/17,CALL,自營商,-15424,20085
2018/5/17,CALL,投信,-624,-2247
2018/5/17,CALL,外資及陸資,32952,63846
2018/5/17,PUT,自營商,-31176,-61581
2018/5/17,PUT,投信,773,5932
2018/5/17,PUT,外資及陸資,8915,-16973
2018/5/18,CALL,自營商,-16774,24400
2018/5/18,CALL,投信,-624,-2136
2018/5/18,CALL,外資及陸資,32752,60280
2018/5/18,PUT,自營商,-35530,-46347
2018/5/18,PUT,投信,1136,8426
2018/5/18,PUT,外資及陸資,12738,-19911
2018/5/21,CALL,自營商,-14706,43256
2018/5/21,CALL,投信,-624,-3478
2018/5/21,CALL,外資及陸資,37471,93732
2018/5/21,PUT,自營商,-38421,-21905
2018/5/21,PUT,投信,1873,7885
2018/5/21,PUT,外資及陸資,17257,-8367
2018/5/22,CALL,自營商,-21698,28979
2018/5/22,CALL,投信,-624,-2909
2018/5/22,CALL,外資及陸資,33504,71964
2018/5/22,PUT,自營商,-28226,-5077
2018/5/22,PUT,投信,1873,9072
2018/5/22,PUT,外資及陸資,18127,-13506
2018/5/23,CALL,自營商,-16266,21844
2018/5/23,CALL,投信,-584,-2211
2018/5/23,CALL,外資及陸資,32922,72751
2018/5/23,PUT,自營商,-29980,-26660
2018/5/23,PUT,投信,1589,10916
2018/5/23,PUT,外資及陸資,8464,-20995
2018/5/24,CALL,自營商,-18977,3938
2018/5/24,CALL,投信,-584,-2698
2018/5/24,CALL,外資及陸資,32264,79611
2018/5/24,PUT,自營商,-37674,-33359
2018/5/24,PUT,投信,1829,8816
2018/5/24,PUT,外資及陸資,10027,-19232
2018/5/25,CALL,自營商,-7368,68187
2018/5/25,CALL,投信,-584,-2727
2018/5/25,CALL,外資及陸資,35630,95036
2018/5/25,PUT,自營商,-46355,-25444
2018/5/25,PUT,投信,1829,8144
2018/5/25,PUT,外資及陸資,10104,-21340
2018/5/28,CALL,自營商,-10878,70320
2018/5/28,CALL,投信,-584,-3168
2018/5/28,CALL,外資及陸資,32817,101026
2018/5/28,PUT,自營商,-39401,-5948
2018/5/28,PUT,投信,1989,5931
2018/5/28,PUT,外資及陸資,11343,-11351
2018/5/29,CALL,自營商,-20604,22583
2018/5/29,CALL,投信,-584,-2468
2018/5/29,CALL,外資及陸資,31340,76698
2018/5/29,PUT,自營商,-34099,9270
2018/5/29,PUT,投信,1989,7217
2018/5/29,PUT,外資及陸資,16193,-5544
2018/5/30,CALL,自營商,-28334,-13924
2018/5/30,CALL,投信,-573,-1432
2018/5/30,CALL,外資及陸資,34182,66013
2018/5/30,PUT,自營商,-33364,-27560
2018/5/30,PUT,投信,1602,13869
2018/5/30,PUT,外資及陸資,19953,33911
2018/5/31,CALL,自營商,-29073,-25919
2018/5/31,CALL,投信,-573,-1847
2018/5/31,CALL,外資及陸資,35417,71429
2018/5/31,PUT,自營商,-35248,-11948
2018/5/31,PUT,投信,1602,8939
2018/5/31,PUT,外資及陸資,24116,18379
2018/6/1,CALL,自營商,-21899,9193
2018/6/1,CALL,投信,-573,-2158
2018/6/1,CALL,外資及陸資,34076,73241
2018/6/1,PUT,自營商,-56458,-38216
2018/6/1,PUT,投信,1858,6917
2018/6/1,PUT,外資及陸資,28218,13391
2018/6/4,CALL,自營商,-31593,36742
2018/6/4,CALL,投信,-573,-4078
2018/6/4,CALL,外資及陸資,33890,116796
2018/6/4,PUT,自營商,-64473,-19229
2018/6/4,PUT,投信,2050,2987
2018/6/4,PUT,外資及陸資,24005,-2827
2018/6/5,CALL,自營商,-36164,42128
2018/6/5,CALL,投信,-573,-3789
2018/6/5,CALL,外資及陸資,32878,103981
2018/6/5,PUT,自營商,-53877,986
2018/6/5,PUT,投信,-50,-157
2018/6/5,PUT,外資及陸資,23300,3182
2018/6/6,CALL,自營商,-24081,103627
2018/6/6,CALL,投信,-573,-5928
2018/6/6,CALL,外資及陸資,30061,106553
2018/6/6,PUT,自營商,-58661,-36626
2018/6/6,PUT,投信,-87,-187
2018/6/6,PUT,外資及陸資,17803,-12240
2018/6/7,CALL,自營商,-32015,80606
2018/6/7,CALL,投信,-573,-6380
2018/6/7,CALL,外資及陸資,24161,76855
2018/6/7,PUT,自營商,-48464,2564
2018/6/7,PUT,投信,-87,-123
2018/6/7,PUT,外資及陸資,20601,-15990
2018/6/8,CALL,自營商,-28531,59795
2018/6/8,CALL,投信,-573,-4438
2018/6/8,CALL,外資及陸資,20577,63042
2018/6/8,PUT,自營商,-42772,-7292
2018/6/8,PUT,投信,-87,-239
2018/6/8,PUT,外資及陸資,25368,5837
2018/6/11,CALL,自營商,-37178,59285
2018/6/11,CALL,投信,-573,-4388
2018/6/11,CALL,外資及陸資,19155,56224
2018/6/11,PUT,自營商,-47111,-2174
2018/6/11,PUT,投信,-87,-178
2018/6/11,PUT,外資及陸資,35631,8998
2018/6/12,CALL,自營商,-49486,55250
2018/6/12,CALL,投信,-523,-4344
2018/6/12,CALL,外資及陸資,13799,34883
2018/6/12,PUT,自營商,-42363,9768
2018/6/12,PUT,投信,-50,-76
2018/6/12,PUT,外資及陸資,41336,2962
2018/6/13,CALL,自營商,-34653,41210
2018/6/13,CALL,投信,-523,-4223
2018/6/13,CALL,外資及陸資,4082,29383
2018/6/13,PUT,自營商,-49401,-14195
2018/6/13,PUT,投信,-188,-204
2018/6/13,PUT,外資及陸資,34630,-452
2018/6/14,CALL,自營商,-38250,21583
2018/6/14,CALL,投信,-523,-2013
2018/6/14,CALL,外資及陸資,2883,30261
2018/6/14,PUT,自營商,-44727,9301
2018/6/14,PUT,投信,-188,-542
2018/6/14,PUT,外資及陸資,41709,-3779
2018/6/15,CALL,自營商,-33305,29949
2018/6/15,CALL,投信,-523,-2517
2018/6/15,CALL,外資及陸資,5261,38837
2018/6/15,PUT,自營商,-57006,4930
2018/6/15,PUT,投信,-188,-224
2018/6/15,PUT,外資及陸資,50619,-2772
2018/6/19,CALL,自營商,-65701,-26226
2018/6/19,CALL,投信,-497,-1460
2018/6/19,CALL,外資及陸資,6410,23188
2018/6/19,PUT,自營商,-40524,61135
2018/6/19,PUT,投信,-428,-1034
2018/6/19,PUT,外資及陸資,55638,-13765
2018/6/20,CALL,自營商,-17260,-23900
2018/6/20,CALL,投信,-497,-1401
2018/6/20,CALL,外資及陸資,-13913,-16061
2018/6/20,PUT,自營商,-13039,-36857
2018/6/20,PUT,投信,-417,-973
2018/6/20,PUT,外資及陸資,-128,-15978
2018/6/21,CALL,自營商,-19629,-10844
2018/6/21,CALL,投信,-497,-1088
2018/6/21,CALL,外資及陸資,-15209,-18582
2018/6/21,PUT,自營商,-2848,-12870
2018/6/21,PUT,投信,-417,-895
2018/6/21,PUT,外資及陸資,544,-40182
2018/6/22,CALL,自營商,-20058,-15746
2018/6/22,CALL,投信,-497,-903
2018/6/22,CALL,外資及陸資,-13245,-14349
2018/6/22,PUT,自營商,-2133,-39418
2018/6/22,PUT,投信,-417,-1084
2018/6/22,PUT,外資及陸資,8846,-16054
2018/6/25,CALL,自營商,-18139,-14767
2018/6/25,CALL,投信,-497,-668
2018/6/25,CALL,外資及陸資,-12727,-6502
2018/6/25,PUT,自營商,3823,-17329
2018/6/25,PUT,投信,-417,-1307
2018/6/25,PUT,外資及陸資,15436,7522
2018/6/26,CALL,自營商,-34098,-19002
2018/6/26,CALL,投信,-100,-480
2018/6/26,CALL,外資及陸資,-13635,-24861
2018/6/26,PUT,自營商,5601,27130
2018/6/26,PUT,投信,-417,-1080
2018/6/26,PUT,外資及陸資,17915,-6547
2018/6/27,CALL,自營商,-32705,-15099
2018/6/27,CALL,投信,-100,-375
2018/6/27,CALL,外資及陸資,-17914,-25108
2018/6/27,PUT,自營商,1713,18649
2018/6/27,PUT,投信,-407,-1400
2018/6/27,PUT,外資及陸資,13331,10717
2018/6/28,CALL,自營商,-32586,-17683
2018/6/28,CALL,投信,-100,-335
2018/6/28,CALL,外資及陸資,-22673,-36207
2018/6/28,PUT,自營商,-5990,-32448
2018/6/28,PUT,投信,-407,-1694
2018/6/28,PUT,外資及陸資,18236,16400
2018/6/29,CALL,自營商,-20558,-365
2018/6/29,CALL,投信,-100,-585
2018/6/29,CALL,外資及陸資,-16884,-33259
2018/6/29,PUT,自營商,-20141,-28711
2018/6/29,PUT,投信,-167,-717
2018/6/29,PUT,外資及陸資,26651,3639
2018/7/2,CALL,自營商,-22554,10537
2018/7/2,CALL,投信,-100,-430
2018/7/2,CALL,外資及陸資,-14368,-16513
2018/7/2,PUT,自營商,-10764,-48509
2018/7/2,PUT,投信,-167,-900
2018/7/2,PUT,外資及陸資,33551,19557
2018/7/3,CALL,自營商,-31934,6035
2018/7/3,CALL,投信,-100,-445
2018/7/3,CALL,外資及陸資,-13364,-8336
2018/7/3,PUT,自營商,-2439,-15738
2018/7/3,PUT,投信,-167,-820
2018/7/3,PUT,外資及陸資,38003,7951
2018/7/4,CALL,自營商,-38922,-32108
2018/7/4,CALL,投信,-200,-820
2018/7/4,CALL,外資及陸資,-19603,-8254
2018/7/4,PUT,自營商,-3847,-18479
2018/7/4,PUT,投信,1502,5512
2018/7/4,PUT,外資及陸資,17991,-6721
2018/7/5,CALL,自營商,-46319,-29999
2018/7/5,CALL,投信,-200,-460
2018/7/5,CALL,外資及陸資,-24802,-23566
2018/7/5,PUT,自營商,140,-6324
2018/7/5,PUT,投信,1502,10383
2018/7/5,PUT,外資及陸資,26048,29367
2018/7/6,CALL,自營商,-52316,-30922
2018/7/6,CALL,投信,-200,-485
2018/7/6,CALL,外資及陸資,-31463,-51661
2018/7/6,PUT,自營商,3516,16210
2018/7/6,PUT,投信,1502,7935
2018/7/6,PUT,外資及陸資,30208,7439
2018/7/9,CALL,自營商,-24558,43230
2018/7/9,CALL,投信,-200,-680
2018/7/9,CALL,外資及陸資,-18786,-28904
2018/7/9,PUT,自營商,-14728,-26906
2018/7/9,PUT,投信,1502,1986
2018/7/9,PUT,外資及陸資,38154,-6199
2018/7/10,CALL,自營商,-24767,58920
2018/7/10,CALL,投信,-200,-820
2018/7/10,CALL,外資及陸資,-17531,-26801
2018/7/10,PUT,自營商,-12124,-13344
2018/7/10,PUT,投信,-398,-283
2018/7/10,PUT,外資及陸資,42502,-4844
2018/7/11,CALL,自營商,-33447,11871
2018/7/11,CALL,投信,-583,-456
2018/7/11,CALL,外資及陸資,-21287,-22887
2018/7/11,PUT,自營商,-13371,-10367
2018/7/11,PUT,投信,-398,-829
2018/7/11,PUT,外資及陸資,33944,-1664
2018/7/12,CALL,自營商,-20420,41368
2018/7/12,CALL,投信,-583,-1090
2018/7/12,CALL,外資及陸資,-11789,-25320
2018/7/12,PUT,自營商,-31243,-58173
2018/7/12,PUT,投信,-230,-200
2018/7/12,PUT,外資及陸資,54081,-11624
2018/7/13,CALL,自營商,-15169,79746
2018/7/13,CALL,投信,-583,-2165
2018/7/13,CALL,外資及陸資,-9229,-18426
2018/7/13,PUT,自營商,-35523,-33463
2018/7/13,PUT,投信,-204,-709
2018/7/13,PUT,外資及陸資,57721,-557
2018/7/16,CALL,自營商,-21498,57820
2018/7/16,CALL,投信,-583,-1480
2018/7/16,CALL,外資及陸資,-10788,-24163
2018/7/16,PUT,自營商,-27265,-17763
2018/7/16,PUT,投信,-204,-728
2018/7/16,PUT,外資及陸資,56497,-3840
2018/7/17,CALL,自營商,-18414,70007
2018/7/17,CALL,投信,-583,-789
2018/7/17,CALL,外資及陸資,-10840,-27636
2018/7/17,PUT,自營商,-28800,-13739
2018/7/17,PUT,投信,-204,-797
2018/7/17,PUT,外資及陸資,62393,6434
2018/7/18,CALL,自營商,5118,18822
2018/7/18,CALL,投信,-578,-3672
2018/7/18,CALL,外資及陸資,-10196,-65188
2018/7/18,PUT,自營商,-20420,-85506
2018/7/18,PUT,投信,-276,-887
2018/7/18,PUT,外資及陸資,-1213,-12156
2018/7/19,CALL,自營商,10568,20419
2018/7/19,CALL,投信,-578,-3625
2018/7/19,CALL,外資及陸資,-7447,-56418
2018/7/19,PUT,自營商,-16316,-81917
2018/7/19,PUT,投信,872,4480
2018/7/19,PUT,外資及陸資,4322,-16108
2018/7/20,CALL,自營商,26683,72909
2018/7/20,CALL,投信,-578,-4710
2018/7/20,CALL,外資及陸資,-4058,-67758
2018/7/20,PUT,自營商,-21514,-63677
2018/7/20,PUT,投信,944,2970
2018/7/20,PUT,外資及陸資,2613,-26709
2018/7/23,CALL,自營商,20336,57071
2018/7/23,CALL,投信,-578,-4778
2018/7/23,CALL,外資及陸資,-1237,-65541
2018/7/23,PUT,自營商,-17140,-57071
2018/7/23,PUT,投信,2044,6193
2018/7/23,PUT,外資及陸資,4577,-18403
2018/7/24,CALL,自營商,11435,88205
2018/7/24,CALL,投信,-578,-5222
2018/7/24,CALL,外資及陸資,-833,-76896
2018/7/24,PUT,自營商,-13916,-40175
2018/7/24,PUT,投信,2068,4601
2018/7/24,PUT,外資及陸資,8498,-11846
2018/7/25,CALL,自營商,6700,98976
2018/7/25,CALL,投信,-559,-5049
2018/7/25,CALL,外資及陸資,-1478,-78137
2018/7/25,PUT,自營商,-21022,-58548
2018/7/25,PUT,投信,2067,4449
2018/7/25,PUT,外資及陸資,2658,-16177
2018/7/26,CALL,自營商,12445,113860
2018/7/26,CALL,投信,-559,-5536
2018/7/26,CALL,外資及陸資,229,-92852
2018/7/26,PUT,自營商,-25714,-67148
2018/7/26,PUT,投信,2115,3331
2018/7/26,PUT,外資及陸資,4183,-17511
2018/7/27,CALL,自營商,22517,204422
2018/7/27,CALL,投信,-559,-6591
2018/7/27,CALL,外資及陸資,4118,-103209
2018/7/27,PUT,自營商,-40192,-85636
2018/7/27,PUT,投信,2115,2049
2018/7/27,PUT,外資及陸資,5953,-16885
2018/7/30,CALL,自營商,12305,178998
2018/7/30,CALL,投信,-559,-5818
2018/7/30,CALL,外資及陸資,2283,-88149
2018/7/30,PUT,自營商,-33122,-93536
2018/7/30,PUT,投信,2115,2566
2018/7/30,PUT,外資及陸資,6513,-21670
2018/7/31,CALL,自營商,12436,210888
2018/7/31,CALL,投信,-559,-6469
2018/7/31,CALL,外資及陸資,3977,-101698
2018/7/31,PUT,自營商,-32072,-63996
2018/7/31,PUT,投信,2115,1700
2018/7/31,PUT,外資及陸資,12388,-12976
2018/8/1,CALL,自營商,20413,295784
2018/8/1,CALL,投信,-549,-7142
2018/8/1,CALL,外資及陸資,459,-123999
2018/8/1,PUT,自營商,-40153,-54483
2018/8/1,PUT,投信,2380,3514
2018/8/1,PUT,外資及陸資,12637,-7254
2018/8/2,CALL,自營商,-1423,146049
2018/8/2,CALL,投信,-549,-4694
2018/8/2,CALL,外資及陸資,-1160,-72739
2018/8/2,PUT,自營商,-37987,-87966
2018/8/2,PUT,投信,2180,11417
2018/8/2,PUT,外資及陸資,24190,32414
2018/8/3,CALL,自營商,9946,221939
2018/8/3,CALL,投信,-549,-5761
2018/8/3,CALL,外資及陸資,4127,-102451
2018/8/3,PUT,自營商,-40681,-42108
2018/8/3,PUT,投信,2300,6797
2018/8/3,PUT,外資及陸資,29725,17570
2018/8/6,CALL,自營商,1906,227987
2018/8/6,CALL,投信,-549,-5839
2018/8/6,CALL,外資及陸資,2632,-111356
2018/8/6,PUT,自營商,-35087,-11216
2018/8/6,PUT,投信,2300,5161
2018/8/6,PUT,外資及陸資,33077,7530
2018/8/7,CALL,自營商,-4891,212089
2018/8/7,CALL,投信,-549,-5545
2018/8/7,CALL,外資及陸資,6053,-95588
2018/8/7,PUT,自營商,-35947,-10788
2018/8/7,PUT,投信,2300,4891
2018/8/7,PUT,外資及陸資,31602,-4283
2018/8/8,CALL,自營商,6865,282709
2018/8/8,CALL,投信,-519,-6606
2018/8/8,CALL,外資及陸資,996,-133978
2018/8/8,PUT,自營商,-43169,-18646
2018/8/8,PUT,投信,2332,2069
2018/8/8,PUT,外資及陸資,26735,-15473
2018/8/9,CALL,自營商,-4188,227520
2018/8/9,CALL,投信,-519,-6019
2018/8/9,CALL,外資及陸資,-2752,-125890
2018/8/9,PUT,自營商,-30797,12663
2018/8/9,PUT,投信,2365,1682
2018/8/9,PUT,外資及陸資,34396,-15050
2018/8/10,CALL,自營商,-4403,175912
2018/8/10,CALL,投信,-519,-5232
2018/8/10,CALL,外資及陸資,-3219,-102575
2018/8/10,PUT,自營商,-32175,21218
2018/8/10,PUT,投信,2336,2806
2018/8/10,PUT,外資及陸資,31913,-24132
2018/8/13,CALL,自營商,-32014,85110
2018/8/13,CALL,投信,-200,-3130
2018/8/13,CALL,外資及陸資,-3896,-17395
2018/8/13,PUT,自營商,-33088,78781
2018/8/13,PUT,投信,2160,15350
2018/8/13,PUT,外資及陸資,37561,48100
2018/8/14,CALL,自營商,-33544,100854
2018/8/14,CALL,投信,-180,-2943
2018/8/14,CALL,外資及陸資,-567,-17831
2018/8/14,PUT,自營商,-23319,82818
2018/8/14,PUT,投信,1885,8192
2018/8/14,PUT,外資及陸資,44789,20137
2018/8/15,CALL,自營商,-3688,8931
2018/8/15,CALL,投信,-492,-3035
2018/8/15,CALL,外資及陸資,6685,17326
2018/8/15,PUT,自營商,-12274,32102
2018/8/15,PUT,投信,-327,-892
2018/8/15,PUT,外資及陸資,15884,-8285
2018/8/16,CALL,自營商,3418,48827
2018/8/16,CALL,投信,-492,-3117
2018/8/16,CALL,外資及陸資,9759,27580
2018/8/16,PUT,自營商,-20057,21970
2018/8/16,PUT,投信,673,1748
2018/8/16,PUT,外資及陸資,31388,19207
2018/8/17,CALL,自營商,-1387,26224
2018/8/17,CALL,投信,-492,-2693
2018/8/17,CALL,外資及陸資,8918,23348
2018/8/17,PUT,自營商,-6965,54835
2018/8/17,PUT,投信,1773,5222
2018/8/17,PUT,外資及陸資,33538,24211
2018/8/20,CALL,自營商,3757,43240
2018/8/20,CALL,投信,-492,-2668
2018/8/20,CALL,外資及陸資,8845,21918
2018/8/20,PUT,自營商,-12464,32126
2018/8/20,PUT,投信,1773,3720
2018/8/20,PUT,外資及陸資,32873,10564
2018/8/21,CALL,自營商,5644,61289
2018/8/21,CALL,投信,-492,-3363
2018/8/21,CALL,外資及陸資,10062,21165
2018/8/21,PUT,自營商,-14238,24675
2018/8/21,PUT,投信,1917,67
2018/8/21,PUT,外資及陸資,37384,-2100
2018/8/22,CALL,自營商,-5622,59532
2018/8/22,CALL,投信,-492,-3238
2018/8/22,CALL,外資及陸資,9686,19136
2018/8/22,PUT,自營商,-1333,37494
2018/8/22,PUT,投信,-272,-555
2018/8/22,PUT,外資及陸資,13118,-13368
2018/8/23,CALL,自營商,-4957,41342
2018/8/23,CALL,投信,-492,-3967
2018/8/23,CALL,外資及陸資,10139,20431
2018/8/23,PUT,自營商,-216,34051
2018/8/23,PUT,投信,-240,-331
2018/8/23,PUT,外資及陸資,13778,-23532
2018/8/24,CALL,自營商,-11362,49238
2018/8/24,CALL,投信,-492,-3264
2018/8/24,CALL,外資及陸資,7187,3081
2018/8/24,PUT,自營商,13289,60700
2018/8/24,PUT,投信,-240,-386
2018/8/24,PUT,外資及陸資,17045,-13591
2018/8/27,CALL,自營商,12640,136088
2018/8/27,CALL,投信,-492,-4351
2018/8/27,CALL,外資及陸資,10057,3371
2018/8/27,PUT,自營商,-4071,28335
2018/8/27,PUT,投信,-200,-209
2018/8/27,PUT,外資及陸資,23879,-10383
2018/8/28,CALL,自營商,9539,166195
2018/8/28,CALL,投信,-492,-5254
2018/8/28,CALL,外資及陸資,12171,4730
2018/8/28,PUT,自營商,-15257,4254
2018/8/28,PUT,投信,-200,-149
2018/8/28,PUT,外資及陸資,24480,-14766
2018/8/29,CALL,自營商,11267,186357
2018/8/29,CALL,投信,-479,-6608
2018/8/29,CALL,外資及陸資,17106,41144
2018/8/29,PUT,自營商,-22385,-10795
2018/8/29,PUT,投信,-185,-212
2018/8/29,PUT,外資及陸資,12840,-21118
2018/8/30,CALL,自營商,-2834,133606
2018/8/30,CALL,投信,-479,-6255
2018/8/30,CALL,外資及陸資,14895,29658
2018/8/30,PUT,自營商,-20836,22407
2018/8/30,PUT,投信,-185,-208
2018/8/30,PUT,外資及陸資,17960,-34326
2018/8/31,CALL,自營商,-15748,95987
2018/8/31,CALL,投信,-479,-6198
2018/8/31,CALL,外資及陸資,16020,42612
2018/8/31,PUT,自營商,-10649,46000
2018/8/31,PUT,投信,-273,-178
2018/8/31,PUT,外資及陸資,26439,-19541
2018/9/3,CALL,自營商,-26246,116700
2018/9/3,CALL,投信,-479,-4784
2018/9/3,CALL,外資及陸資,17539,41797
2018/9/3,PUT,自營商,-11712,40952
2018/9/3,PUT,投信,-273,-260
2018/9/3,PUT,外資及陸資,35383,8853
2018/9/4,CALL,自營商,-20244,134679
2018/9/4,CALL,投信,-479,-5740
2018/9/4,CALL,外資及陸資,20938,52285
2018/9/4,PUT,自營商,-17021,20341
2018/9/4,PUT,投信,-273,-113
2018/9/4,PUT,外資及陸資,39291,3056
2018/9/5,CALL,自營商,5496,115170
2018/9/5,CALL,投信,-479,-4946
2018/9/5,CALL,外資及陸資,21753,46218
2018/9/5,PUT,自營商,-33983,-9588
2018/9/5,PUT,投信,-283,-380
2018/9/5,PUT,外資及陸資,25428,10213
2018/9/6,CALL,自營商,6448,96736
2018/9/6,CALL,投信,-479,-4268
2018/9/6,CALL,外資及陸資,19170,38774
2018/9/6,PUT,自營商,-38435,-13113
2018/9/6,PUT,投信,-283,-509
2018/9/6,PUT,外資及陸資,30641,11390
2018/9/7,CALL,自營商,-3752,84957
2018/9/7,CALL,投信,-479,-3417
2018/9/7,CALL,外資及陸資,19403,34432
2018/9/7,PUT,自營商,-31226,20350
2018/9/7,PUT,投信,-283,-577
2018/9/7,PUT,外資及陸資,41979,33669
2018/9/10,CALL,自營商,-35991,15038
2018/9/10,CALL,投信,-479,-2228
2018/9/10,CALL,外資及陸資,16462,15435
2018/9/10,PUT,自營商,-21375,31461
2018/9/10,PUT,投信,-283,-1062
2018/9/10,PUT,外資及陸資,46327,63319
2018/9/11,CALL,自營商,-45022,-1068
2018/9/11,CALL,投信,-479,-2186
2018/9/11,CALL,外資及陸資,15646,11866
2018/9/11,PUT,自營商,-10561,65074
2018/9/11,PUT,投信,-303,-836
2018/9/11,PUT,外資及陸資,52046,53329
2018/9/12,CALL,自營商,-35079,4486
2018/9/12,CALL,投信,-462,-1922
2018/9/12,CALL,外資及陸資,7815,15462
2018/9/12,PUT,自營商,-11068,129328
2018/9/12,PUT,投信,-295,-365
2018/9/12,PUT,外資及陸資,46426,29131
2018/9/13,CALL,自營商,-41004,2091
2018/9/13,CALL,投信,-462,-1729
2018/9/13,CALL,外資及陸資,5465,5328
2018/9/13,PUT,自營商,-7876,146741
2018/9/13,PUT,投信,-295,-246
2018/9/13,PUT,外資及陸資,50054,10570
2018/9/14,CALL,自營商,-24973,51078
2018/9/14,CALL,投信,-462,-3120
2018/9/14,CALL,外資及陸資,13109,12862
2018/9/14,PUT,自營商,-15073,85583
2018/9/14,PUT,投信,-263,-302
2018/9/14,PUT,外資及陸資,52527,-13289
2018/9/17,CALL,自營商,-41699,6005
2018/9/17,CALL,投信,-458,-3132
2018/9/17,CALL,外資及陸資,11680,7138
2018/9/17,PUT,自營商,-8314,134503
2018/9/17,PUT,投信,-201,-356
2018/9/17,PUT,外資及陸資,58556,-9962
2018/9/18,CALL,自營商,-39977,29080
2018/9/18,CALL,投信,-461,-2606
2018/9/18,CALL,外資及陸資,12010,-6293
2018/9/18,PUT,自營商,-19867,125900
2018/9/18,PUT,投信,-170,-419
2018/9/18,PUT,外資及陸資,58212,1034
2018/9/19,CALL,自營商,-8305,-7375
2018/9/19,CALL,投信,-281,-686
2018/9/19,CALL,外資及陸資,-303,-22143
2018/9/19,PUT,自營商,10429,5293
2018/9/19,PUT,投信,711,1434
2018/9/19,PUT,外資及陸資,-7935,-11730
2018/9/20,CALL,自營商,-17547,-26433
2018/9/20,CALL,投信,-461,-4072
2018/9/20,CALL,外資及陸資,-5053,-34883
2018/9/20,PUT,自營商,21748,-8473
2018/9/20,PUT,投信,711,1587
2018/9/20,PUT,外資及陸資,-5525,-11844
2018/9/21,CALL,自營商,-2830,15981
2018/9/21,CALL,投信,-461,-5473
2018/9/21,CALL,外資及陸資,3020,-48354
2018/9/21,PUT,自營商,12761,10249
2018/9/21,PUT,投信,1831,3857
2018/9/21,PUT,外資及陸資,-3068,-12038
2018/9/25,CALL,自營商,-4126,13475
2018/9/25,CALL,投信,-461,-5448
2018/9/25,CALL,外資及陸資,9390,-30553
2018/9/25,PUT,自營商,11718,4721
2018/9/25,PUT,投信,1931,6471
2018/9/25,PUT,外資及陸資,-4082,-21258
2018/9/26,CALL,自營商,-14959,37042
2018/9/26,CALL,投信,-461,-5288
2018/9/26,CALL,外資及陸資,7275,-35297
2018/9/26,PUT,自營商,20027,23222
2018/9/26,PUT,投信,1932,6198
2018/9/26,PUT,外資及陸資,-12027,-14863
2018/9/27,CALL,自營商,-8109,35421
2018/9/27,CALL,投信,-461,-5304
2018/9/27,CALL,外資及陸資,13889,-23422
2018/9/27,PUT,自營商,14966,2282
2018/9/27,PUT,投信,1932,5682
2018/9/27,PUT,外資及陸資,-8711,-26534
2018/9/28,CALL,自營商,-21425,42349
2018/9/28,CALL,投信,-461,-4887
2018/9/28,CALL,外資及陸資,11438,-26599
2018/9/28,PUT,自營商,27677,13177
2018/9/28,PUT,投信,1932,5582
2018/9/28,PUT,外資及陸資,-5738,-32168
2018/10/1,CALL,自營商,-13880,46665
2018/10/1,CALL,投信,-461,-5485
2018/10/1,CALL,外資及陸資,12130,-34590
2018/10/1,PUT,自營商,20753,-9103
2018/10/1,PUT,投信,1936,4147
2018/10/1,PUT,外資及陸資,-3121,-28628
