期貨名稱,日期,到期月,開盤價,收盤價,每日結算價,未平倉合約數,無風險利率
TX201712 台指 2017/12,2017/7/19,2017/12,"10,305","10,329","10,327","6,194",1.045
TX201803 台指 2018/03,2017/7/19,2018/03,"10,272","10,297","10,297","2,192",1.045
TX201708 台指 2017/08,2017/7/20,2017/08,"10,411","10,390","10,391","72,606",1.045
TX201709 台指 2017/09,2017/7/20,2017/09,"10,388","10,364","10,363","12,041",1.045
TX201712 台指 2017/12,2017/7/20,2017/12,"10,355","10,335","10,335","6,161",1.045
TX201803 台指 2018/03,2017/7/20,2018/03,"10,329","10,307","10,307","2,215",1.045
TX201806 台指 2018/06,2017/7/20,2018/06,"10,298","10,275","10,275",49,1.045
TX201708 台指 2017/08,2017/7/21,2017/08,"10,378","10,329","10,328","74,206",1.045
TX201709 台指 2017/09,2017/7/21,2017/09,"10,355","10,300","10,300","12,339",1.045
TX201712 台指 2017/12,2017/7/21,2017/12,"10,325","10,273","10,273","6,181",1.045
TX201803 台指 2018/03,2017/7/21,2018/03,"10,291","10,240","10,240","2,204",1.045
TX201806 台指 2018/06,2017/7/21,2018/06,"10,222","10,210","10,210",61,1.045
TX201708 台指 2017/08,2017/7/24,2017/08,"10,300","10,362","10,360","75,685",1.045
TX201709 台指 2017/09,2017/7/24,2017/09,"10,279","10,331","10,330","12,511",1.045
TX201712 台指 2017/12,2017/7/24,2017/12,"10,240","10,300","10,300","6,177",1.045
TX201803 台指 2018/03,2017/7/24,2018/03,"10,209","10,270","10,270","2,189",1.045
TX201806 台指 2018/06,2017/7/24,2018/06,"10,170","10,228","10,228",91,1.045
TX201708 台指 2017/08,2017/7/25,2017/08,"10,373","10,363","10,362","75,398",1.045
TX201709 台指 2017/09,2017/7/25,2017/09,"10,345","10,333","10,334","12,937",1.045
TX201712 台指 2017/12,2017/7/25,2017/12,"10,308","10,302","10,302","6,192",1.045
TX201803 台指 2018/03,2017/7/25,2018/03,"10,269","10,269","10,269","2,153",1.045
TX201806 台指 2018/06,2017/7/25,2018/06,"10,232","10,233","10,233",103,1.045
TX201708 台指 2017/08,2017/7/26,2017/08,"10,386","10,329","10,330","76,527",1.045
TX201709 台指 2017/09,2017/7/26,2017/09,"10,360","10,300","10,299","12,835",1.045
TX201712 台指 2017/12,2017/7/26,2017/12,"10,320","10,260","10,260","6,212",1.045
TX201803 台指 2018/03,2017/7/26,2018/03,"10,296","10,230","10,230","2,145",1.045
TX201806 台指 2018/06,2017/7/26,2018/06,"10,237","10,185","10,185",115,1.045
TX201708 台指 2017/08,2017/7/27,2017/08,"10,365","10,448","10,447","79,805",1.045
TX201709 台指 2017/09,2017/7/27,2017/09,"10,333","10,415","10,415","13,388",1.045
TX201712 台指 2017/12,2017/7/27,2017/12,"10,299","10,380","10,380","6,178",1.045
TX201803 台指 2018/03,2017/7/27,2018/03,"10,255","10,344","10,344","2,106",1.045
TX201806 台指 2018/06,2017/7/27,2018/06,"10,222","10,298","10,298",146,1.045
TX201708 台指 2017/08,2017/7/28,2017/08,"10,395","10,340","10,339","78,747",1.045
TX201709 台指 2017/09,2017/7/28,2017/09,"10,364","10,308","10,308","13,152",1.045
TX201712 台指 2017/12,2017/7/28,2017/12,"10,329","10,272","10,272","6,259",1.045
TX201803 台指 2018/03,2017/7/28,2018/03,"10,290","10,234","10,234","2,136",1.045
TX201806 台指 2018/06,2017/7/28,2018/06,"10,249","10,192","10,192",162,1.045
TX201708 台指 2017/08,2017/7/31,2017/08,"10,333","10,355","10,355","77,036",1.045
TX201709 台指 2017/09,2017/7/31,2017/09,"10,301","10,323","10,324","13,392",1.045
TX201712 台指 2017/12,2017/7/31,2017/12,"10,261","10,285","10,285","6,225",1.045
TX201803 台指 2018/03,2017/7/31,2018/03,"10,227","10,247","10,247","2,137",1.045
TX201806 台指 2018/06,2017/7/31,2018/06,"10,180","10,206","10,206",170,1.045
TX201708 台指 2017/08,2017/8/1,2017/08,"10,368","10,367","10,367","75,334",1.045
TX201709 台指 2017/09,2017/8/1,2017/09,"10,329","10,335","10,334","13,492",1.045
TX201712 台指 2017/12,2017/8/1,2017/12,"10,292","10,296","10,297","6,185",1.045
TX201803 台指 2018/03,2017/8/1,2018/03,"10,261","10,261","10,261","2,134",1.045
TX201806 台指 2018/06,2017/8/1,2018/06,"10,210","10,214","10,214",184,1.045
TX201708 台指 2017/08,2017/8/2,2017/08,"10,420","10,453","10,453","77,698",1.045
TX201709 台指 2017/09,2017/8/2,2017/09,"10,384","10,419","10,419","13,777",1.045
TX201712 台指 2017/12,2017/8/2,2017/12,"10,346","10,380","10,381","6,157",1.045
TX201803 台指 2018/03,2017/8/2,2018/03,"10,315","10,342","10,342","2,119",1.045
TX201806 台指 2018/06,2017/8/2,2018/06,"10,259","10,291","10,291",194,1.045
TX201708 台指 2017/08,2017/8/3,2017/08,"10,420","10,406","10,407","77,443",1.045
TX201709 台指 2017/09,2017/8/3,2017/09,"10,393","10,375","10,373","13,962",1.045
TX201712 台指 2017/12,2017/8/3,2017/12,"10,354","10,331","10,331","6,124",1.045
TX201803 台指 2018/03,2017/8/3,2018/03,"10,315","10,295","10,295","2,140",1.045
TX201806 台指 2018/06,2017/8/3,2018/06,"10,265","10,244","10,244",206,1.045
TX201708 台指 2017/08,2017/8/4,2017/08,"10,401","10,439","10,439","79,406",1.045
TX201709 台指 2017/09,2017/8/4,2017/09,"10,367","10,404","10,403","14,785",1.045
TX201712 台指 2017/12,2017/8/4,2017/12,"10,341","10,365","10,365","6,207",1.045
TX201803 台指 2018/03,2017/8/4,2018/03,"10,290","10,327","10,327","2,191",1.045
TX201806 台指 2018/06,2017/8/4,2018/06,"10,244","10,273","10,273",228,1.045
TX201708 台指 2017/08,2017/8/7,2017/08,"10,476","10,529","10,530","81,503",1.045
TX201709 台指 2017/09,2017/8/7,2017/09,"10,436","10,494","10,491","15,636",1.045
TX201712 台指 2017/12,2017/8/7,2017/12,"10,397","10,450","10,449","6,289",1.045
TX201803 台指 2018/03,2017/8/7,2018/03,"10,364","10,409","10,409","2,226",1.045
TX201806 台指 2018/06,2017/8/7,2018/06,"10,299","10,358","10,358",232,1.045
TX201708 台指 2017/08,2017/8/8,2017/08,"10,558","10,526","10,525","80,801",1.045
TX201709 台指 2017/09,2017/8/8,2017/09,"10,518","10,487","10,486","16,357",1.045
TX201712 台指 2017/12,2017/8/8,2017/12,"10,471","10,447","10,447","6,378",1.045
TX201803 台指 2018/03,2017/8/8,2018/03,"10,429","10,400","10,400","2,235",1.045
TX201806 台指 2018/06,2017/8/8,2018/06,"10,370","10,345","10,345",267,1.045
TX201708 台指 2017/08,2017/8/9,2017/08,"10,466","10,453","10,455","79,580",1.045
TX201709 台指 2017/09,2017/8/9,2017/09,"10,432","10,416","10,416","16,227",1.045
TX201712 台指 2017/12,2017/8/9,2017/12,"10,393","10,374","10,374","6,418",1.045
TX201803 台指 2018/03,2017/8/9,2018/03,"10,350","10,335","10,335","2,263",1.045
TX201806 台指 2018/06,2017/8/9,2018/06,"10,301","10,279","10,279",280,1.045
TX201708 台指 2017/08,2017/8/10,2017/08,"10,477","10,328","10,330","77,802",1.045
TX201709 台指 2017/09,2017/8/10,2017/09,"10,433","10,290","10,292","17,423",1.045
TX201712 台指 2017/12,2017/8/10,2017/12,"10,403","10,253","10,255","6,559",1.045
TX201803 台指 2018/03,2017/8/10,2018/03,"10,355","10,214","10,214","2,243",1.045
TX201806 台指 2018/06,2017/8/10,2018/06,"10,299","10,160","10,160",363,1.045
TX201708 台指 2017/08,2017/8/11,2017/08,"10,228","10,300","10,301","72,306",1.045
TX201709 台指 2017/09,2017/8/11,2017/09,"10,196","10,260","10,261","24,512",1.045
TX201712 台指 2017/12,2017/8/11,2017/12,"10,160","10,224","10,222","6,632",1.045
TX201803 台指 2018/03,2017/8/11,2018/03,"10,117","10,182","10,182","2,212",1.045
TX201806 台指 2018/06,2017/8/11,2018/06,"10,062","10,133","10,133",314,1.045
TX201708 台指 2017/08,2017/8/14,2017/08,"10,344","10,231","10,229","47,006",1.045
TX201709 台指 2017/09,2017/8/14,2017/09,"10,298","10,178","10,177","46,927",1.045
TX201712 台指 2017/12,2017/8/14,2017/12,"10,255","10,142","10,140","6,882",1.045
TX201803 台指 2018/03,2017/8/14,2018/03,"10,221","10,105","10,105","2,279",1.045
TX201806 台指 2018/06,2017/8/14,2018/06,"10,177","10,052","10,052",330,1.045
TX201708 台指 2017/08,2017/8/15,2017/08,"10,310","10,309","10,308","26,705",1.045
TX201709 台指 2017/09,2017/8/15,2017/09,"10,253","10,251","10,250","70,045",1.045
TX201712 台指 2017/12,2017/8/15,2017/12,"10,217","10,214","10,214","7,032",1.045
TX201803 台指 2018/03,2017/8/15,2018/03,"10,170","10,177","10,177","2,313",1.045
TX201806 台指 2018/06,2017/8/15,2018/06,"10,132","10,124","10,124",327,1.045
TX201708 台指 2017/08,2017/8/16,2017/08,"10,277","10,254","10,254","18,234",1.045
TX201709 台指 2017/09,2017/8/16,2017/09,"10,227","10,224","10,223","79,774",1.045
TX201712 台指 2017/12,2017/8/16,2017/12,"10,185","10,182","10,182","7,102",1.045
TX201803 台指 2018/03,2017/8/16,2018/03,"10,153","10,141","10,141","2,385",1.045
TX201806 台指 2018/06,2017/8/16,2018/06,"10,100","10,095","10,095",343,1.045
TX201709 台指 2017/09,2017/8/17,2017/09,"10,258","10,298","10,296","85,254",1.045
TX201710 台指 2017/10,2017/8/17,2017/10,"10,239","10,280","10,280","1,049",1.045
TX201712 台指 2017/12,2017/8/17,2017/12,"10,200","10,253","10,253","7,199",1.045
TX201803 台指 2018/03,2017/8/17,2018/03,"10,184","10,210","10,210","2,424",1.045
TX201806 台指 2018/06,2017/8/17,2018/06,"10,119","10,151","10,151",362,1.045
TX201709 台指 2017/09,2017/8/18,2017/09,"10,230","10,259","10,257","84,778",1.045
TX201710 台指 2017/10,2017/8/18,2017/10,"10,209","10,243","10,241","1,345",1.045
TX201712 台指 2017/12,2017/8/18,2017/12,"10,187","10,214","10,212","7,283",1.045
TX201803 台指 2018/03,2017/8/18,2018/03,"10,141","10,170","10,170","2,430",1.045
TX201806 台指 2018/06,2017/8/18,2018/06,"10,074","10,116","10,116",358,1.045
TX201709 台指 2017/09,2017/8/21,2017/09,"10,259","10,269","10,269","85,109",1.045
TX201710 台指 2017/10,2017/8/21,2017/10,"10,242","10,249","10,248","2,655",1.045
TX201712 台指 2017/12,2017/8/21,2017/12,"10,206","10,221","10,221","7,277",1.045
TX201803 台指 2018/03,2017/8/21,2018/03,"10,159","10,173","10,173","2,458",1.045
TX201806 台指 2018/06,2017/8/21,2018/06,"10,102","10,116","10,116",356,1.045
TX201709 台指 2017/09,2017/8/22,2017/09,"10,316","10,350","10,349","88,493",1.045
TX201710 台指 2017/10,2017/8/22,2017/10,"10,300","10,326","10,326","3,723",1.045
TX201712 台指 2017/12,2017/8/22,2017/12,"10,266","10,294","10,294","7,494",1.045
TX201803 台指 2018/03,2017/8/22,2018/03,"10,220","10,250","10,250","2,467",1.045
TX201806 台指 2018/06,2017/8/22,2018/06,"10,157","10,194","10,194",393,1.045
TX201709 台指 2017/09,2017/8/23,2017/09,"10,401","10,361","10,359","85,789",1.045
TX201710 台指 2017/10,2017/8/23,2017/10,"10,383","10,336","10,336","3,976",1.045
TX201712 台指 2017/12,2017/8/23,2017/12,"10,343","10,305","10,305","7,578",1.045
TX201803 台指 2018/03,2017/8/23,2018/03,"10,307","10,253","10,253","2,555",1.045
TX201806 台指 2018/06,2017/8/23,2018/06,"10,238","10,207","10,207",399,1.045
TX201709 台指 2017/09,2017/8/24,2017/09,"10,372","10,449","10,447","92,460",1.045
TX201710 台指 2017/10,2017/8/24,2017/10,"10,348","10,424","10,424","4,631",1.045
TX201712 台指 2017/12,2017/8/24,2017/12,"10,312","10,388","10,389","7,699",1.045
TX201803 台指 2018/03,2017/8/24,2018/03,"10,266","10,347","10,347","2,585",1.045
TX201806 台指 2018/06,2017/8/24,2018/06,"10,206","10,286","10,286",426,1.045
TX201709 台指 2017/09,2017/8/25,2017/09,"10,471","10,487","10,487","91,345",1.045
TX201710 台指 2017/10,2017/8/25,2017/10,"10,448","10,463","10,462","4,884",1.045
TX201712 台指 2017/12,2017/8/25,2017/12,"10,413","10,428","10,428","7,939",1.045
TX201803 台指 2018/03,2017/8/25,2018/03,"10,361","10,383","10,383","2,592",1.045
TX201806 台指 2018/06,2017/8/25,2018/06,"10,305","10,326","10,326",430,1.045
TX201709 台指 2017/09,2017/8/28,2017/09,"10,466","10,490","10,489","93,566",1.045
TX201710 台指 2017/10,2017/8/28,2017/10,"10,453","10,466","10,465","5,233",1.045
TX201712 台指 2017/12,2017/8/28,2017/12,"10,420","10,430","10,430","7,991",1.045
TX201803 台指 2018/03,2017/8/28,2018/03,"10,363","10,386","10,386","2,608",1.045
TX201806 台指 2018/06,2017/8/28,2018/06,"10,316","10,334","10,334",457,1.045
TX201709 台指 2017/09,2017/8/29,2017/09,"10,451","10,463","10,464","90,780",1.045
TX201710 台指 2017/10,2017/8/29,2017/10,"10,425","10,441","10,442","5,206",1.045
TX201712 台指 2017/12,2017/8/29,2017/12,"10,396","10,408","10,408","8,203",1.045
TX201803 台指 2018/03,2017/8/29,2018/03,"10,342","10,363","10,363","2,624",1.045
TX201806 台指 2018/06,2017/8/29,2018/06,"10,299","10,313","10,313",480,1.045
TX201709 台指 2017/09,2017/8/30,2017/09,"10,508","10,531","10,530","95,600",1.045
TX201710 台指 2017/10,2017/8/30,2017/10,"10,485","10,510","10,509","5,659",1.045
TX201712 台指 2017/12,2017/8/30,2017/12,"10,440","10,473","10,473","8,243",1.045
TX201803 台指 2018/03,2017/8/30,2018/03,"10,405","10,428","10,428","2,622",1.045
TX201806 台指 2018/06,2017/8/30,2018/06,"10,355","10,375","10,374",469,1.045
TX201709 台指 2017/09,2017/8/31,2017/09,"10,560","10,551","10,550","96,715",1.045
TX201710 台指 2017/10,2017/8/31,2017/10,"10,541","10,530","10,528","5,837",1.045
TX201712 台指 2017/12,2017/8/31,2017/12,"10,505","10,491","10,491","8,320",1.045
TX201803 台指 2018/03,2017/8/31,2018/03,"10,461","10,446","10,446","2,645",1.045
TX201806 台指 2018/06,2017/8/31,2018/06,"10,400","10,396","10,396",486,1.045
TX201709 台指 2017/09,2017/9/1,2017/09,"10,571","10,576","10,574","98,877",1.045
TX201710 台指 2017/10,2017/9/1,2017/10,"10,548","10,556","10,555","6,276",1.045
TX201712 台指 2017/12,2017/9/1,2017/12,"10,518","10,522","10,522","8,695",1.045
TX201803 台指 2018/03,2017/9/1,2018/03,"10,469","10,475","10,475","2,647",1.045
TX201806 台指 2018/06,2017/9/1,2018/06,"10,422","10,421","10,421",497,1.045
TX201709 台指 2017/09,2017/9/4,2017/09,"10,550","10,552","10,552","98,606",1.045
TX201710 台指 2017/10,2017/9/4,2017/10,"10,532","10,534","10,535","6,311",1.045
TX201712 台指 2017/12,2017/9/4,2017/12,"10,497","10,504","10,504","8,869",1.045
TX201803 台指 2018/03,2017/9/4,2018/03,"10,444","10,464","10,464","2,659",1.045
TX201806 台指 2018/06,2017/9/4,2018/06,"10,410","10,401","10,401",490,1.045
TX201709 台指 2017/09,2017/9/5,2017/09,"10,575","10,582","10,582","98,415",1.045
TX201710 台指 2017/10,2017/9/5,2017/10,"10,560","10,564","10,564","6,131",1.045
TX201712 台指 2017/12,2017/9/5,2017/12,"10,527","10,533","10,533","8,898",1.045
TX201803 台指 2018/03,2017/9/5,2018/03,"10,481","10,488","10,488","2,677",1.045
TX201806 台指 2018/06,2017/9/5,2018/06,"10,436","10,430","10,430",497,1.045
TX201709 台指 2017/09,2017/9/6,2017/09,"10,540","10,519","10,520","97,778",1.045
TX201710 台指 2017/10,2017/9/6,2017/10,"10,524","10,502","10,502","6,372",1.045
TX201712 台指 2017/12,2017/9/6,2017/12,"10,487","10,468","10,468","8,927",1.045
TX201803 台指 2018/03,2017/9/6,2018/03,"10,442","10,425","10,425","2,694",1.045
TX201806 台指 2018/06,2017/9/6,2018/06,"10,386","10,367","10,367",519,1.045
TX201709 台指 2017/09,2017/9/7,2017/09,"10,551","10,490","10,491","100,621",1.045
TX201710 台指 2017/10,2017/9/7,2017/10,"10,528","10,472","10,473","6,763",1.045
TX201712 台指 2017/12,2017/9/7,2017/12,"10,495","10,442","10,442","9,053",1.045
TX201803 台指 2018/03,2017/9/7,2018/03,"10,457","10,397","10,398","2,735",1.045
TX201806 台指 2018/06,2017/9/7,2018/06,"10,400","10,346","10,346",532,1.045
TX201709 台指 2017/09,2017/9/8,2017/09,"10,501","10,556","10,551","104,284",1.045
TX201710 台指 2017/10,2017/9/8,2017/10,"10,486","10,535","10,529","8,229",1.045
TX201712 台指 2017/12,2017/9/8,2017/12,"10,454","10,501","10,497","9,130",1.045
TX201803 台指 2018/03,2017/9/8,2018/03,"10,415","10,450","10,450","2,666",1.045
TX201806 台指 2018/06,2017/9/8,2018/06,"10,366","10,396","10,396",525,1.045
TX201709 台指 2017/09,2017/9/11,2017/09,"10,628","10,565","10,563","101,142",1.045
TX201710 台指 2017/10,2017/9/11,2017/10,"10,590","10,541","10,541","8,988",1.045
TX201712 台指 2017/12,2017/9/11,2017/12,"10,568","10,509","10,509","9,206",1.045
TX201803 台指 2018/03,2017/9/11,2018/03,"10,499","10,461","10,461","2,720",1.045
TX201806 台指 2018/06,2017/9/11,2018/06,"10,466","10,406","10,406",543,1.045
TX201709 台指 2017/09,2017/9/12,2017/09,"10,604","10,590","10,589","99,586",1.045
TX201710 台指 2017/10,2017/9/12,2017/10,"10,585","10,568","10,567","9,743",1.045
TX201712 台指 2017/12,2017/9/12,2017/12,"10,555","10,533","10,533","9,331",1.045
TX201803 台指 2018/03,2017/9/12,2018/03,"10,501","10,488","10,488","2,764",1.045
TX201806 台指 2018/06,2017/9/12,2018/06,"10,440","10,433","10,433",544,1.045
TX201709 台指 2017/09,2017/9/13,2017/09,"10,595","10,521","10,521","100,955",1.045
TX201710 台指 2017/10,2017/9/13,2017/10,"10,571","10,497","10,497","12,523",1.045
TX201712 台指 2017/12,2017/9/13,2017/12,"10,540","10,464","10,464","9,175",1.045
TX201803 台指 2018/03,2017/9/13,2018/03,"10,486","10,417","10,417","2,746",1.045
TX201806 台指 2018/06,2017/9/13,2018/06,"10,429","10,360","10,360",558,1.045
TX201709 台指 2017/09,2017/9/14,2017/09,"10,520","10,529","10,529","95,859",1.045
TX201710 台指 2017/10,2017/9/14,2017/10,"10,490","10,503","10,504","18,156",1.045
TX201712 台指 2017/12,2017/9/14,2017/12,"10,465","10,473","10,473","9,592",1.045
TX201803 台指 2018/03,2017/9/14,2018/03,"10,411","10,426","10,426","2,787",1.045
TX201806 台指 2018/06,2017/9/14,2018/06,"10,366","10,365","10,365",583,1.045
TX201709 台指 2017/09,2017/9/15,2017/09,"10,528","10,566","10,566","84,574",1.045
TX201710 台指 2017/10,2017/9/15,2017/10,"10,508","10,543","10,542","28,040",1.045
TX201712 台指 2017/12,2017/9/15,2017/12,"10,474","10,509","10,509","9,697",1.045
TX201803 台指 2018/03,2017/9/15,2018/03,"10,425","10,457","10,457","2,780",1.045
TX201806 台指 2018/06,2017/9/15,2018/06,"10,365","10,405","10,405",575,1.045
TX201709 台指 2017/09,2017/9/18,2017/09,"10,605","10,636","10,635","63,313",1.045
TX201710 台指 2017/10,2017/9/18,2017/10,"10,580","10,616","10,616","60,179",1.045
TX201712 台指 2017/12,2017/9/18,2017/12,"10,550","10,580","10,580","9,878",1.045
TX201803 台指 2018/03,2017/9/18,2018/03,"10,502","10,533","10,533","2,790",1.045
TX201806 台指 2018/06,2017/9/18,2018/06,"10,441","10,475","10,475",562,1.045
TX201709 台指 2017/09,2017/9/19,2017/09,"10,647","10,580","10,579","43,437",1.045
TX201710 台指 2017/10,2017/9/19,2017/10,"10,630","10,554","10,555","80,778",1.045
TX201712 台指 2017/12,2017/9/19,2017/12,"10,600","10,523","10,523","11,104",1.045
TX201803 台指 2018/03,2017/9/19,2018/03,"10,544","10,476","10,476","2,908",1.045
TX201806 台指 2018/06,2017/9/19,2018/06,"10,487","10,415","10,415",610,1.045
TX201709 台指 2017/09,2017/9/20,2017/09,"10,572","10,510","10,510","30,059",1.045
TX201710 台指 2017/10,2017/9/20,2017/10,"10,544","10,513","10,512","92,066",1.045
TX201712 台指 2017/12,2017/9/20,2017/12,"10,515","10,478","10,479","10,850",1.045
TX201803 台指 2018/03,2017/9/20,2018/03,"10,468","10,429","10,429","2,992",1.045
TX201806 台指 2018/06,2017/9/20,2018/06,"10,397","10,368","10,368",644,1.045
TX201710 台指 2017/10,2017/9/21,2017/10,"10,505","10,575","10,573","98,124",1.045
TX201711 台指 2017/11,2017/9/21,2017/11,"10,495","10,558","10,557",634,1.045
TX201712 台指 2017/12,2017/9/21,2017/12,"10,474","10,542","10,541","10,884",1.045
TX201803 台指 2018/03,2017/9/21,2018/03,"10,421","10,493","10,493","3,024",1.045
TX201806 台指 2018/06,2017/9/21,2018/06,"10,358","10,427","10,427",677,1.045
TX201710 台指 2017/10,2017/9/22,2017/10,"10,554","10,433","10,432","99,875",1.045
TX201711 台指 2017/11,2017/9/22,2017/11,"10,535","10,415","10,415","1,412",1.045
TX201712 台指 2017/12,2017/9/22,2017/12,"10,521","10,401","10,401","11,038",1.045
TX201803 台指 2018/03,2017/9/22,2018/03,"10,465","10,351","10,351","3,071",1.045
TX201806 台指 2018/06,2017/9/22,2018/06,"10,409","10,291","10,291",706,1.045
TX201710 台指 2017/10,2017/9/25,2017/10,"10,426","10,333","10,332","100,972",1.045
TX201711 台指 2017/11,2017/9/25,2017/11,"10,410","10,316","10,314","1,793",1.045
TX201712 台指 2017/12,2017/9/25,2017/12,"10,400","10,302","10,302","11,164",1.045
TX201803 台指 2018/03,2017/9/25,2018/03,"10,341","10,250","10,250","3,093",1.045
TX201806 台指 2018/06,2017/9/25,2018/06,"10,279","10,189","10,189",754,1.045
TX201710 台指 2017/10,2017/9/26,2017/10,"10,299","10,264","10,263","101,264",1.045
TX201711 台指 2017/11,2017/9/26,2017/11,"10,278","10,243","10,245","2,143",1.045
TX201712 台指 2017/12,2017/9/26,2017/12,"10,268","10,230","10,230","11,315",1.045
TX201803 台指 2018/03,2017/9/26,2018/03,"10,229","10,184","10,184","3,049",1.045
TX201806 台指 2018/06,2017/9/26,2018/06,"10,151","10,118","10,118",847,1.045
